name,ID,speed,weight,pVGRF_N,pVACC_g,pRGRF_N,pRACC_g
2017-04-24_ED_4km_m3_1_017.txt,17,4,61.4,753.13,1.37,765.4,1.39
2017-04-24_ED_5km_m3_1_017.txt,17,5,61.4,775.2,1.49,791.63,1.54
2017-04-24_ED_6km_m3_1_017.txt,17,6,61.4,842.08,1.69,860.91,1.81
2017-03-13_ED_2km_m3_1_021.txt,21,2,91.3,1040.86,1.25,1056.68,1.27
2017-03-13_ED_3km_m3_1_021.txt,21,3,91.3,1150.37,1.4,1176.17,1.44
2017-03-13_ED_4km_m3_1_021.txt,21,4,91.3,1256.01,1.58,1283.28,1.69
2017-03-13_ED_5km_m3_1_021.txt,21,5,91.3,1327.73,1.91,1365.56,2.13
2017-03-03_ED_2km_1_m2_022.txt,22,2,87.8,1032.43,1.26,1042.83,1.29
2017-03-03_ED_3km_1_m2_022.txt,22,3,87.8,1072.16,1.37,1088.75,1.39
2017-03-03_ED_4km_1_m2_022.txt,22,4,87.8,1139.08,1.52,1174.23,1.55
2017-03-03_ED_5km_1_m2_022.txt,22,5,87.8,1249.67,1.84,1293.69,1.93
2017-02-27_ED_2km_m2_1_025.txt,25,2,95.7,1169.27,1.25,1177.55,1.31
2017-02-27_ED_3km_m2_1_025.txt,25,3,95.7,1227.06,1.32,1237.76,1.39
2017-02-27_ED_4km_m2_1_025.txt,25,4,95.7,1204.59,1.3,1233.9,1.38
2017-02-27_ED_5km_m2_1_025.txt,25,5,95.7,1302.14,1.46,1335.91,1.6
2017-02-27_ED_6km_m2_1_025.txt,25,6,95.7,1348.38,1.51,1394.83,1.82
2017-03-27_ED_2km_m3_1_026.txt,26,2,73.7,874.72,1.12,881.17,1.24
2017-03-27_ED_3km_m3_1_026.txt,26,3,73.7,1018.12,1.37,1033.85,1.47
2017-03-27_ED_4km_m3_1_026.txt,26,4,73.7,1102.96,1.51,1126.85,1.63
2017-03-27_ED_5km_m3_1_026.txt,26,5,73.7,1133.18,1.63,1165.04,1.85
2017-03-27_ED_6km_m3_1_026.txt,26,6,73.7,1151.68,1.8,1148.26,2.17
2017-01-25_ED_2km_m3_1_027.txt,27,2,94.4,1065.28,1.13,1078.58,1.17
2017-01-25_ED_3km_m3_1_027.txt,27,3,94.4,1175.31,1.22,1194.15,1.25
2017-01-25_ED_4km_m3_1_027.txt,27,4,94.4,1251.93,1.31,1282.4,1.35
2017-01-25_ED_5km_m3_1_027.txt,27,5,94.4,1281.21,1.42,1310.01,1.48
2017-01-25_ED_6km_m3_1_027.txt,27,6,94.4,1305.48,1.59,1343.83,1.69
2017-04-29_ED_2km_m2_1_028.txt,28,2,154.7,1735.51,1.29,1754.61,1.3
2017-04-29_ED_3km_m2_1_028.txt,28,3,154.7,1901.53,1.41,1926.41,1.43
2017-04-29_ED_4km_m2_1_028.txt,28,4,154.7,2180.44,1.73,2220.19,1.77
2017-04-29_ED_5km_m2_1_028.txt,28,5,154.7,2381.01,2.06,2435.41,2.13
2017-03-07_ED_2km_1_m2_030.txt,30,2,92.3,1118.69,1.43,1123.92,1.48
2017-03-07_ED_3km_1_m2_030.txt,30,3,92.3,1220.46,1.53,1229.01,1.61
2017-03-07_ED_4km_1_m2_030.txt,30,4,92.3,1306.49,1.55,1315.29,1.7
2017-03-17_ED_2km_m2_1_031.txt,31,2,104.4,1206.11,1.23,1216.06,1.24
2017-03-17_ED_3km_m2_1_031.txt,31,3,104.4,1356.26,1.39,1374.36,1.41
2017-03-17_ED_4km_m2_1_031.txt,31,4,104.4,1489.61,1.52,1515.63,1.54
2017-03-17_ED_5km_m2_1_031.txt,31,5,104.4,1598.61,1.54,1634.41,1.58
2017-03-17_ED_6km_m2_1_031.txt,31,6,104.4,1675.49,1.76,1721.95,1.85
2017-04-24_ED_2km_m3_1_034.txt,34,2,70.7,846.68,1.25,855.33,1.27
2017-04-24_ED_3km_m3_1_034.txt,34,3,70.7,914.29,1.37,930.08,1.39
2017-04-24_ED_4km_m3_1_034.txt,34,4,70.7,936.69,1.43,957.3,1.44
2017-04-24_ED_5km_m3_1_034.txt,34,5,70.7,960.48,1.62,999.77,1.64
2017-04-24_ED_6km_m3_1_034.txt,34,6,70.7,1001.08,1.82,1033.38,1.95
2017-04-24_ED_2km_m3_1_036.txt,36,2,73,841.96,1.19,847.58,1.2
2017-04-24_ED_3km_m3_1_036.txt,36,3,73,900.92,1.25,912.1,1.26
2017-04-24_ED_4km_m3_1_036.txt,36,4,73,956.87,1.38,964.39,1.4
2017-04-24_ED_5km_m3_1_036.txt,36,5,73,1047.44,1.49,1046.59,1.51
2017-04-24_ED_6km_m3_1_036.txt,36,6,73,1170.87,1.64,1230.78,1.74
2017-04-13_ED_2km_1_m2_038.txt,38,2,107,1278.95,1.35,1289.31,1.4
2017-04-13_ED_3km_1_m2_038.txt,38,3,107,1410.8,1.51,1426.66,1.55
2017-04-13_ED_4km_1_m2_038.txt,38,4,107,1491.17,1.77,1530.53,1.78
2016-11-29_ED_2km_1_m1_042.txt,42,2,107,1312.78,1.16,1332.02,1.34
2016-11-29_ED_3km_1_m1_042.txt,42,3,107,1383.57,1.27,1413.5,1.35
2016-11-29_ED_4km_1_m1_042.txt,42,4,107,1497.18,1.4,1538.85,1.48
2016-11-29_ED_5km_1_m1_042.txt,42,5,107,1570.13,1.63,1630.64,1.73
2016-12-23_ED_2km_m1_1_044.txt,44,2,114.1,1335.35,1.2,1354.77,1.29
2016-12-23_ED_3km_m1_1_044.txt,44,3,114.1,1489.66,1.3,1513.76,1.42
2016-12-23_ED_4km_m1_1_044.txt,44,4,114.1,1582.39,1.52,1626.04,1.67
2016-12-23_ED_5km_m1_1_044.txt,44,5,114.1,1671.81,1.86,1731.65,2.09
2016-12-23_ED_6km_m1_1_044.txt,44,6,114.1,1759.44,2.18,1843.41,2.34
2016-12-23_ED_2km_m1_1_045.txt,45,2,105.9,1259.17,1.14,1275.21,1.27
2016-12-23_ED_3km_m1_1_045.txt,45,3,105.9,1345.63,1.23,1370.27,1.39
2016-12-23_ED_4km_m1_1_045.txt,45,4,105.9,1493.06,1.43,1513.53,1.6
2016-12-23_ED_5km_m1_1_045.txt,45,5,105.9,1616.24,1.44,1665.05,1.95
2017-01-02_ED_2km_m1_1_046.txt,46,2,86.8,1082.03,1.19,1087.08,1.31
2017-01-02_ED_3km_m1_1_046.txt,46,3,86.8,1182.98,1.25,1195.55,1.38
2017-01-02_ED_4km_m1_1_046.txt,46,4,86.8,1224.52,1.3,1236.49,1.47
2017-01-02_ED_5km_m1_1_046.txt,46,5,86.8,1292.02,1.36,1299.05,1.73
2017-01-06_ED_2km_m1_1_047.txt,47,2,111.1,1242.05,1.21,1247.66,1.22
2017-01-06_ED_3km_m1_1_047.txt,47,3,111.1,1404.48,1.42,1413.17,1.43
2017-01-06_ED_4km_m1_1_047.txt,47,4,111.1,1575.51,1.51,1596.24,1.52
2017-01-06_ED_5km_m1_1_047.txt,47,5,111.1,1684.63,1.67,1712.61,1.7
2017-01-06_ED_2km_m1_1_048.txt,48,2,119.3,1362.88,1.15,1374.82,1.22
2017-01-06_ED_3km_m1_1_048.txt,48,3,119.3,1546.97,1.3,1566.87,1.37
2017-01-06_ED_4km_m1_1_048.txt,48,4,119.3,1696.69,1.42,1734.44,1.53
2017-01-06_ED_5km_m1_1_048.txt,48,5,119.3,1807.9,1.46,1850.42,1.61
2017-01-13_ED_2km_m1_1_049.txt,49,2,112.5,1328.21,1.3,1337.56,1.32
2017-01-13_ED_3km_m1_1_049.txt,49,3,112.5,1482.95,1.48,1501.57,1.52
2017-01-13_ED_4km_m1_1_049.txt,49,4,112.5,1671.57,1.69,1706.63,1.74
2017-01-13_ED_5km_m1_1_049.txt,49,5,112.5,1722.38,1.92,1774.03,1.98
2017-03-13_ED_2km_m2_1_050.txt,502,2,109.5,1299.56,1.07,1316.16,1.3
2017-01-27_ED_2km_m1_1_050.txt,501,2,116,1384.05,0.92,1381.92,1.27
2017-01-27_ED_3km_m1_1_050.txt,501,3,116,1547.86,1.17,1575.75,1.49
2017-03-13_ED_3km_m2_1_050.txt,502,3,109.5,1480.72,1.27,1502.29,1.54
2017-01-27_ED_4km_m1_1_050.txt,501,4,116,1705.81,1.33,1755.48,1.64
2017-03-13_ED_4km_m2_1_050.txt,502,4,109.5,1643.6,1.37,1667.17,1.6
2017-01-27_ED_5km_m1_1_050.txt,501,5,116,1854.63,1.28,1912.91,1.65
2017-03-13_ED_5km_m2_1_050.txt,502,5,109.5,1785.79,1.44,1829.61,1.69
2017-01-27_ED_6km_m1_1_050.txt,501,6,116,1937.23,1.43,2005.68,1.98
2017-02-06_ED_2km_m1_1_051.txt,51,2,102.3,1146.07,1.17,1155.72,1.18
2017-02-06_ED_3km_m1_1_051.txt,51,3,102.3,1211.26,1.27,1226.49,1.28
2017-02-06_ED_4km_m1_1_051.txt,51,4,102.3,1307.24,1.38,1338.99,1.41
2017-02-06_ED_5km_m1_1_051.txt,51,5,102.3,1377.66,1.52,1410.37,1.55
2017-02-06_ED_6km_m1_1_051.txt,51,6,102.3,1453.32,1.65,1501.84,1.74
2017-02-06_ED_2km_m1_1_052.txt,52,2,105.4,1188.21,1.14,1197.71,1.18
2017-02-06_ED_3km_m1_1_052.txt,52,3,105.4,1258.28,1.2,1274.05,1.24
2017-02-06_ED_4km_m1_1_052.txt,52,4,105.4,1348.86,1.37,1373.31,1.43
2017-02-06_ED_5km_m1_1_052.txt,52,5,105.4,1469.28,1.44,1512.37,1.53
2017-02-06_ED_6km_m1_1_052.txt,52,6,105.4,1576.66,1.49,1626.38,1.64
2017-02-011_ED_2km_m1_1_053.txt,53,2,93.2,1146.34,1.2,1156.67,1.31
2017-02-011_ED_3km_m1_1_053.txt,53,3,93.2,1275.06,1.31,1291.76,1.42
2017-02-011_ED_4km_m1_1_053.txt,53,4,93.2,1389.26,1.41,1413.79,1.54
2017-02-011_ED_5km_m1_1_053.txt,53,5,93.2,1529.61,1.55,1518.57,1.83
2017-02-016_ED_2km_m1_1_054.txt,54,2,101.1,1216.49,1.4,1225.88,1.4
2017-02-016_ED_3km_m1_1_054.txt,54,3,101.1,1285.6,1.44,1300.15,1.45
2017-02-016_ED_4km_m1_1_054.txt,54,4,101.1,1367.24,1.56,1386.05,1.58
2017-02-016_ED_5km_m1_1_054.txt,54,5,101.1,1394.86,1.61,1421.26,1.66
2017-02-016_ED_6km_m1_1_054.txt,54,6,101.1,1508.61,1.87,1545.16,2.02
2017-02-016_ED_2km_m1_1_055.txt,55,2,108.8,1277.82,0.98,1291.03,1.22
2017-02-016_ED_3km_m1_1_055.txt,55,3,108.8,1406,1.04,1422.3,1.37
2017-02-016_ED_4km_m1_1_055.txt,55,4,108.8,1586.76,1.07,1597.62,1.52
2017-02-016_ED_5km_m1_1_055.txt,55,5,108.8,1667.16,1.17,1711.92,1.62
2017-02-016_ED_6km_m1_1_055.txt,55,6,108.8,1755,1.28,1829.98,1.83
2017-02-023_ED_2km_m1_1_056.txt,56,2,124.1,1336.83,1.06,1356.17,1.15
2017-02-023_ED_3km_m1_1_056.txt,56,3,124.1,1429.54,1.12,1454.06,1.22
2017-02-023_ED_4km_m1_1_056.txt,56,4,124.1,1515.54,1.21,1556.35,1.36
2017-02-023_ED_5km_m1_1_056.txt,56,5,124.1,1694.67,1.42,1755.86,1.61
2017-02-023_ED_6km_m1_1_056.txt,56,6,124.1,1804.25,1.86,1878.86,2.08
2017-03-27_ED_2km_m1_1_057.txt,57,2,139.1,1665.09,1.34,1686.99,1.38
2017-03-27_ED_3km_m1_1_057.txt,57,3,139.1,1899.59,1.49,1927.53,1.53
2017-03-27_ED_4km_m1_1_057.txt,57,4,139.1,2123.16,1.53,2169.71,1.59
2017-03-27_ED_5km_m1_1_057.txt,57,5,139.1,2276.37,1.7,2339.41,1.84
2017-03-17_ED_2km_m1_1_060.txt,60,2,95.3,1124.3,1.14,1137.03,1.25
2017-03-17_ED_3km_m1_1_060.txt,60,3,95.3,1262.44,1.25,1283.24,1.4
2017-03-17_ED_4km_m1_1_060.txt,60,4,95.3,1408.9,1.37,1429.74,1.58
2017-03-17_ED_5km_m1_1_060.txt,60,5,95.3,1471.11,1.41,1533.38,1.71
2017-03-17_ED_6km_m1_1_060.txt,60,6,95.3,1570.23,1.5,1646.76,2.03
2017-03-17_ED_2km_m1_1_061.txt,61,2,90.7,1014.18,1.1,1030.25,1.18
2017-03-17_ED_3km_m1_1_061.txt,61,3,90.7,1110.56,1.18,1128.32,1.28
2017-03-17_ED_4km_m1_1_061.txt,61,4,90.7,1232.8,1.4,1254.11,1.51
2017-03-17_ED_5km_m1_1_061.txt,61,5,90.7,1348.65,1.43,1384.05,1.61
2016-11-25_ED_2km_1_m1_100.txt,100,2,66,775.78,1.25,783.31,1.27
2016-11-25_ED_3km_1_m1_100.txt,100,3,66,869.08,1.38,885.61,1.4
2016-11-25_ED_4km_1_m1_100.txt,100,4,66,930.03,1.58,952.98,1.6
2016-11-25_ED_5km_1_m1_100.txt,100,5,66,953.5,1.7,985.53,1.75
2016-12-23_ED_2km_m1_1_101.txt,101,2,62.8,750.75,1.28,755.07,1.3
2016-12-23_ED_3km_m1_1_101.txt,101,3,62.8,819.38,1.44,828.23,1.46
2016-12-23_ED_4km_m1_1_101.txt,101,4,62.8,873.62,1.56,884.13,1.58
2016-12-23_ED_5km_m1_1_101.txt,101,5,62.8,921.44,1.71,937.1,1.75
2016-12-23_ED_6km_m1_1_101.txt,101,6,62.8,969.4,1.93,993.56,1.99
2016-12-23_ED_2km_m1_1_103.txt,103,2,62.4,845.75,1.22,858.3,1.23
2016-12-23_ED_3km_m1_1_103.txt,103,3,62.4,934.46,1.41,958.74,1.45
2016-12-23_ED_4km_m1_1_103.txt,103,4,62.4,1012.9,1.57,1046.13,1.63
2016-12-23_ED_5km_m1_1_103.txt,103,5,62.4,1056.33,1.73,1102.74,1.81
2016-12-23_ED_6km_m1_1_103.txt,103,6,62.4,1053.18,1.87,1110.84,1.96
2016-12-23_ED_2km_m1_1_105.txt,105,2,94.1,1164.39,1.26,1180.87,1.27
2016-12-23_ED_3km_m1_1_105.txt,105,3,94.1,1232.29,1.39,1265.77,1.42
2016-12-23_ED_4km_m1_1_105.txt,105,4,94.1,1265.91,1.56,1307.13,1.59
2016-12-23_ED_5km_m1_1_105.txt,105,5,94.1,1290.28,1.82,1339.74,1.84
2016-12-23_ED_6km_m1_1_105.txt,105,6,94.1,1396.35,1.99,1465.05,2.01
2017-01-02_ED_2km_m1_1_Diana.txt,106,2,59,712.02,1.21,719.21,1.22
2017-01-02_ED_3km_m1_1_Diana.txt,106,3,59,778.52,1.35,791.91,1.37
2017-01-02_ED_4km_m1_1_Diana.txt,106,4,59,826.68,1.47,845.74,1.51
